policy_id,customer_id,policy_type,premium_amount,start_date,end_date,agent_id
26971,9886,Health,9602.402455281275,2024-09-17,2025-09-17,19
26972,5456,Vehicle,20585.44070735181,2021-11-11,2022-11-11,316
26973,19520,Property,8719.819747872092,2025-07-08,2026-07-08,78
26974,15258,Vehicle,24010.56357118753,2024-06-07,2025-06-07,166
26975,671,Vehicle,21976.812264430053,2020-06-12,2021-06-12,474
26976,19563,Property,12736.77325719284,2024-12-03,2025-12-03,489
26977,24598,Property,11563.61642425161,2025-09-02,2026-09-02,54
26978,1387,Health,18132.907404294725,2025-03-31,2026-03-31,325
26979,12640,Health,13630.96119368466,2024-01-11,2025-01-10,419
26980,20652,Vehicle,15453.456980441042,2020-02-17,2021-02-16,105
26981,19808,Property,10726.76599247536,2025-03-13,2026-03-13,247
26982,17490,Property,8215.611331432972,2024-11-07,2025-11-07,95
26983,19684,Vehicle,21743.490026577885,2024-11-08,2025-11-08,462
26984,13850,Vehicle,24235.18323286433,2021-01-04,2022-01-04,411
26985,10207,Property,7150.085932395008,2024-02-07,2025-02-06,248
26986,19176,Health,21001.51276153077,2021-09-06,2022-09-06,263
26987,7929,Health,18296.65791841151,2025-04-22,2026-04-22,275
26988,13505,Vehicle,23120.66264742925,2021-04-08,2022-04-08,31
26989,12425,Health,15510.117261339632,2020-06-02,2021-06-02,400
26990,1250,Vehicle,26537.198414986997,2022-11-13,2023-11-13,410
26991,19661,Vehicle,18401.154535971677,2021-06-30,2022-06-30,151
26992,2225,Vehicle,17282.250815509524,2021-08-13,2022-08-13,295
26993,19336,Property,9422.456107381073,2025-02-26,2026-02-26,149
26994,8783,Health,11492.027599954368,2022-11-06,2023-11-06,39
26995,6732,Property,7095.601621476149,2021-09-03,2022-09-03,4
26996,19644,Vehicle,12078.888213474143,2021-09-15,2022-09-15,325
26997,3219,Health,17668.01386096439,2024-02-03,2025-02-02,387
26998,19322,Property,10601.31594475541,2025-05-01,2026-05-01,479
26999,8665,Property,13981.997703854386,2021-08-10,2022-08-10,132
27000,22866,Health,12268.304578988367,2022-10-09,2023-10-09,48
27001,14277,Health,12384.954216033704,2020-01-13,2021-01-12,50
27002,7287,Health,20592.82524668788,2023-09-22,2024-09-21,105
27003,11706,Vehicle,16234.650744519284,2020-07-25,2021-07-25,224
27004,24743,Vehicle,24428.43876654187,2021-05-08,2022-05-08,392
27005,23236,Vehicle,26708.505057821363,2020-08-07,2021-08-07,207
27006,9322,Health,17586.220405268396,2025-08-30,2026-08-30,228
27007,24850,Health,15958.509739490626,2022-05-11,2023-05-11,227
27008,3830,Vehicle,28077.345799148658,2022-09-29,2023-09-29,476
27009,9526,Health,12901.202186692812,2024-11-27,2025-11-27,227
27010,23037,Health,12546.749978285095,2020-04-13,2021-04-13,454
27011,17328,Health,18338.36466024576,2023-10-18,2024-10-17,324
27012,12617,Health,21044.167257223544,2021-09-23,2022-09-23,498
27013,11294,Vehicle,23133.798935926858,2024-09-17,2025-09-17,126
27014,20293,Vehicle,19544.455832630723,2024-06-05,2025-06-05,179
27015,8528,Health,9724.035904319768,2021-03-22,2022-03-22,29
27016,13337,Health,15475.446187542351,2023-04-14,2024-04-13,131
27017,22879,Health,13422.3103564909,2020-08-05,2021-08-05,184
27018,4570,Property,11969.387923957314,2024-12-08,2025-12-08,265
27019,3931,Vehicle,22600.404388338637,2023-11-03,2024-11-02,226
27020,11750,Property,7257.422230524833,2025-03-14,2026-03-14,386
27021,13992,Property,9782.857200691093,2024-04-01,2025-04-01,280
27022,16333,Property,10747.16949870269,2025-05-29,2026-05-29,335
27023,3869,Vehicle,24603.572835864845,2020-07-28,2021-07-28,363
27024,14564,Vehicle,17910.8504158309,2020-03-12,2021-03-12,37
27025,7081,Property,9649.339748799748,2021-01-07,2022-01-07,237
27026,2400,Health,21109.28827589805,2025-06-13,2026-06-13,490
27027,5259,Health,15569.582324315486,2025-01-04,2026-01-04,155
27028,17000,Vehicle,20596.764206902248,2022-03-27,2023-03-27,382
27029,19628,Vehicle,22684.92656299725,2023-01-23,2024-01-23,86
27030,23773,Vehicle,23043.288327825707,2023-04-13,2024-04-12,418
27031,17570,Vehicle,26411.305207319838,2021-01-26,2022-01-26,159
27032,17876,Vehicle,15930.57840281391,2021-04-13,2022-04-13,126
27033,1231,Property,7693.975113978189,2025-11-27,2026-11-27,202
27034,16087,Vehicle,16951.22653271151,2025-11-11,2026-11-11,108
27035,8738,Health,17652.161032696302,2022-12-24,2023-12-24,151
27036,14364,Health,10590.327845018292,2020-06-24,2021-06-24,231
27037,23228,Health,21831.69859837104,2024-09-17,2025-09-17,432
27038,16950,Vehicle,19555.380726115025,2024-05-31,2025-05-31,365
27039,15899,Property,10667.17621602316,2025-06-04,2026-06-04,78
27040,11950,Vehicle,16949.36959325515,2020-04-16,2021-04-16,9
27041,4232,Vehicle,14063.65740088656,2021-05-15,2022-05-15,127
27042,23545,Vehicle,15836.279949854628,2023-07-29,2024-07-28,70
27043,1299,Vehicle,21694.37459729952,2024-05-08,2025-05-08,318
27044,17793,Health,16608.392955573545,2021-08-21,2022-08-21,486
27045,826,Property,13104.055481852978,2024-07-09,2025-07-09,103
27046,5497,Health,11469.756326384246,2023-05-15,2024-05-14,477
27047,19354,Vehicle,18691.093120585607,2022-01-24,2023-01-24,181
27048,7730,Vehicle,26935.18456603639,2024-09-05,2025-09-05,432
27049,7002,Vehicle,25113.588473570024,2022-08-08,2023-08-08,345
27050,17140,Property,12391.29057383656,2020-01-29,2021-01-28,401
27051,6340,Property,10657.758446962654,2023-10-18,2024-10-17,175
27052,16826,Property,13517.454883505789,2020-06-29,2021-06-29,124
27053,21612,Property,9374.335430413905,2022-07-07,2023-07-07,273
27054,20507,Health,14691.136262278298,2022-06-15,2023-06-15,302
27055,16462,Property,5941.0356597365735,2020-03-31,2021-03-31,159
27056,16200,Health,14881.213771229495,2022-03-19,2023-03-19,447
27057,3558,Property,7552.4444675237955,2022-08-12,2023-08-12,191
27058,10210,Vehicle,30456.68393247817,2024-10-15,2025-10-15,130
27059,10695,Property,12400.110059169849,2022-09-03,2023-09-03,281
27060,1861,Health,17618.721216365022,2024-11-01,2025-11-01,443
27061,2516,Property,6186.720987447112,2020-02-26,2021-02-25,315
27062,7382,Property,7258.555255584557,2020-04-08,2021-04-08,414
27063,14273,Health,19222.978053095874,2021-10-22,2022-10-22,239
27064,928,Vehicle,27354.97899939221,2023-08-15,2024-08-14,183
27065,1386,Vehicle,16790.03942958969,2022-04-12,2023-04-12,95
27066,1001,Health,16445.028219652853,2020-05-01,2021-05-01,416
27067,23063,Health,11561.833801122826,2022-10-02,2023-10-02,329
27068,24082,Health,11094.545481558273,2024-01-04,2025-01-03,438
27069,24952,Health,10351.918381718264,2025-08-10,2026-08-10,159
27070,22203,Vehicle,21595.39302972235,2025-05-24,2026-05-24,376
27071,8126,Property,9968.508657942466,2025-01-31,2026-01-31,7
27072,2255,Property,9433.324999859144,2025-10-09,2026-10-09,315
27073,128,Vehicle,19804.888764326828,2025-04-11,2026-04-11,426
27074,4217,Vehicle,15679.614540176512,2024-05-31,2025-05-31,391
27075,23517,Health,20225.439477010532,2020-04-22,2021-04-22,173
27076,24216,Vehicle,15413.19401392184,2025-01-29,2026-01-29,397
27077,17421,Vehicle,22859.898485183126,2021-08-01,2022-08-01,64
27078,10791,Health,13240.257460715156,2022-10-27,2023-10-27,487
27079,18782,Health,11896.505146897667,2024-12-19,2025-12-19,124
27080,713,Property,11547.22652066984,2023-10-06,2024-10-05,8
27081,21122,Vehicle,21720.080539950257,2023-09-09,2024-09-08,35
27082,267,Vehicle,22095.129085932276,2021-09-13,2022-09-13,455
27083,8183,Property,10730.288186119911,2025-11-12,2026-11-12,108
27084,13646,Vehicle,25635.73791765556,2023-04-29,2024-04-28,177
27085,12487,Vehicle,26904.8977428264,2024-09-27,2025-09-27,38
27086,22071,Health,8319.42601604576,2025-08-12,2026-08-12,467
27087,19352,Health,15376.601275729863,2023-01-20,2024-01-20,303
27088,19191,Vehicle,14907.297096163911,2022-02-19,2023-02-19,135
27089,19464,Vehicle,18444.19432101571,2021-08-13,2022-08-13,116
27090,17513,Vehicle,17873.586308209055,2025-11-21,2026-11-21,255
27091,5042,Vehicle,18063.474309194837,2024-06-16,2025-06-16,454
27092,7109,Property,13658.76663292662,2021-08-29,2022-08-29,53
27093,10777,Health,26666.832820775933,2021-11-11,2022-11-11,272
27094,8689,Health,22069.7763649915,2025-06-22,2026-06-22,480
27095,6660,Vehicle,20002.11866788386,2025-12-31,2026-12-31,161
27096,18951,Vehicle,22192.917444986386,2023-09-13,2024-09-12,97
27097,16235,Vehicle,26683.420054645565,2023-09-03,2024-09-02,446
27098,4396,Property,11371.850298079353,2022-02-11,2023-02-11,471
27099,14102,Health,13715.140247890888,2023-04-22,2024-04-21,383
27100,20440,Vehicle,17295.414885077655,2023-02-26,2024-02-26,133
27101,7994,Vehicle,17169.710972756086,2020-03-17,2021-03-17,144
27102,20690,Health,23948.321064215103,2021-02-10,2022-02-10,96
27103,14353,Vehicle,23438.936441106416,2021-04-04,2022-04-04,384
27104,10376,Vehicle,27168.06959527182,2025-02-04,2026-02-04,410
27105,5049,Property,11659.13600227771,2023-06-09,2024-06-08,194
27106,24911,Vehicle,24709.21546315156,2020-04-30,2021-04-30,329
27107,5024,Vehicle,20002.932132646376,2020-06-01,2021-06-01,379
27108,17962,Vehicle,26384.065844480003,2022-06-27,2023-06-27,24
27109,3498,Vehicle,17322.897937011556,2021-12-26,2022-12-26,225
27110,10486,Health,17798.276621376484,2025-04-02,2026-04-02,430
27111,10952,Vehicle,13879.659559451897,2021-07-01,2022-07-01,205
27112,13532,Health,17589.95861201067,2022-06-12,2023-06-12,114
27113,12949,Vehicle,24547.228489297493,2024-02-25,2025-02-24,486
27114,14660,Health,19501.81692927128,2021-04-08,2022-04-08,493
27115,1699,Health,11433.567477169714,2020-02-02,2021-02-01,101
27116,19540,Vehicle,19220.626117734053,2025-03-17,2026-03-17,455
27117,17929,Vehicle,21618.789808592475,2022-11-12,2023-11-12,427
27118,12672,Property,5168.234882503796,2023-12-26,2024-12-25,247
27119,6639,Property,10556.865188729911,2020-03-22,2021-03-22,208
27120,4670,Health,12967.854758297271,2020-05-23,2021-05-23,43
27121,11522,Vehicle,19959.33476968873,2023-10-22,2024-10-21,292
27122,437,Vehicle,19458.107193259893,2020-01-14,2021-01-13,54
27123,19457,Vehicle,21938.2237678664,2023-07-11,2024-07-10,380
27124,24269,Property,8629.364077845645,2024-11-14,2025-11-14,250
27125,13784,Vehicle,17799.1728713796,2021-11-21,2022-11-21,65
27126,21906,Vehicle,12913.355531495095,2021-07-15,2022-07-15,213
27127,16043,Property,11973.608082926205,2023-01-16,2024-01-16,137
27128,10869,Property,10914.971980122227,2023-03-22,2024-03-21,472
27129,18081,Vehicle,23387.81370878395,2025-02-28,2026-02-28,244
27130,9140,Vehicle,25260.055259179604,2024-01-24,2025-01-23,171
27131,17893,Vehicle,12356.369144635935,2024-02-10,2025-02-09,181
27132,17532,Vehicle,20871.24445961015,2022-11-28,2023-11-28,134
27133,9730,Vehicle,16991.982256038802,2025-06-24,2026-06-24,27
27134,3302,Health,18482.48428322909,2022-10-26,2023-10-26,331
27135,18339,Vehicle,13065.723360607391,2021-11-09,2022-11-09,32
27136,21201,Vehicle,20618.71594356177,2022-08-28,2023-08-28,179
27137,14177,Health,5000.0,2025-12-16,2026-12-16,36
27138,12127,Health,11845.228554350964,2024-04-10,2025-04-10,216
27139,13072,Health,18291.889980170115,2025-09-01,2026-09-01,110
27140,3742,Vehicle,11574.56842304738,2023-08-12,2024-08-11,228
27141,22959,Vehicle,23135.320272695462,2024-09-27,2025-09-27,228
27142,11129,Property,13077.646134571243,2024-10-26,2025-10-26,207
27143,14243,Health,13982.031962807454,2025-08-23,2026-08-23,130
27144,23157,Property,13322.552102835549,2023-05-09,2024-05-08,229
27145,15659,Health,15178.037789311678,2023-12-07,2024-12-06,429
27146,19203,Vehicle,18496.268076453893,2024-05-28,2025-05-28,46
27147,22689,Vehicle,19662.689094082216,2025-03-08,2026-03-08,488
27148,6363,Vehicle,21048.65624118015,2025-10-03,2026-10-03,239
27149,3855,Vehicle,17909.595239503644,2022-08-29,2023-08-29,443
27150,1979,Property,5351.207187442666,2025-11-23,2026-11-23,73
27151,17543,Vehicle,14258.53120117376,2021-04-12,2022-04-12,78
27152,2078,Health,12483.333660860892,2025-03-09,2026-03-09,253
27153,22803,Property,5241.346637724708,2020-04-13,2021-04-13,12
27154,14862,Vehicle,21957.202395896467,2025-06-30,2026-06-30,256
27155,24350,Health,18066.46374741985,2021-06-05,2022-06-05,66
27156,23888,Property,11406.896805083694,2025-03-18,2026-03-18,212
27157,7168,Health,22482.34367233685,2025-04-14,2026-04-14,192
27158,15763,Vehicle,15129.709454129492,2023-07-23,2024-07-22,54
27159,5780,Health,13997.806054705865,2024-07-16,2025-07-16,317
27160,14136,Vehicle,22973.202358516584,2022-07-02,2023-07-02,133
27161,17036,Vehicle,24873.69818442089,2025-02-17,2026-02-17,44
27162,6702,Health,17199.359809870413,2025-09-08,2026-09-08,208
27163,12857,Health,11705.914453973166,2023-02-28,2024-02-28,308
27164,8028,Vehicle,18740.876479150716,2023-11-16,2024-11-15,38
27165,2994,Vehicle,15679.267659865636,2023-06-14,2024-06-13,85
27166,7591,Vehicle,25384.207365774702,2025-04-05,2026-04-05,297
27167,4115,Vehicle,18201.957237759096,2025-06-06,2026-06-06,91
27168,20219,Vehicle,25320.629496904105,2022-03-13,2023-03-13,250
27169,141,Vehicle,12516.30142014406,2023-09-01,2024-08-31,192
27170,23332,Vehicle,23064.808867920183,2024-02-19,2025-02-18,259
27171,22498,Health,14249.712434455898,2024-06-23,2025-06-23,187
27172,12312,Vehicle,14585.019475988152,2023-09-08,2024-09-07,268
27173,15195,Vehicle,20983.97799616797,2024-03-25,2025-03-25,394
27174,15089,Property,13596.045777304686,2025-12-05,2026-12-05,339
27175,19050,Vehicle,19746.425943745453,2021-08-18,2022-08-18,134
27176,4563,Vehicle,24341.385623665217,2021-06-17,2022-06-17,219
27177,9367,Vehicle,18126.58030980332,2023-05-22,2024-05-21,132
27178,18931,Property,6866.634582766279,2023-05-12,2024-05-11,145
27179,18025,Health,16750.19094027165,2023-01-27,2024-01-27,125
27180,22493,Health,18127.4952137894,2020-05-11,2021-05-11,191
27181,12325,Vehicle,13346.54929436128,2023-04-22,2024-04-21,334
27182,1562,Vehicle,22764.73635166856,2025-07-28,2026-07-28,119
27183,14159,Health,17842.074924163113,2023-06-25,2024-06-24,342
27184,8958,Vehicle,20939.585833615733,2022-05-09,2023-05-09,317
27185,9336,Property,8643.76688106148,2021-10-24,2022-10-24,336
27186,5457,Vehicle,30833.10202590801,2022-05-17,2023-05-17,60
27187,1349,Vehicle,26633.830299487563,2024-01-26,2025-01-25,209
27188,16089,Health,9596.310387415317,2023-06-09,2024-06-08,16
27189,8247,Health,20844.294907493284,2020-07-22,2021-07-22,475
27190,24634,Health,15869.927330068069,2021-05-05,2022-05-05,246
27191,745,Health,16654.71086061203,2020-04-10,2021-04-10,109
27192,8460,Vehicle,16931.15574641954,2023-05-30,2024-05-29,103
27193,18855,Vehicle,18449.99463823374,2020-11-05,2021-11-05,440
27194,16419,Vehicle,26198.25838793571,2020-03-24,2021-03-24,314
27195,20342,Health,16408.266287684015,2022-04-24,2023-04-24,409
27196,14776,Vehicle,20014.3726511328,2023-07-06,2024-07-05,307
27197,9775,Vehicle,18942.66302905732,2024-03-05,2025-03-05,405
27198,15442,Vehicle,27694.236210293057,2024-11-29,2025-11-29,69
27199,3378,Vehicle,20928.581561328552,2024-10-19,2025-10-19,492
27200,19176,Health,10945.282927808365,2023-03-01,2024-02-29,360
27201,16005,Health,14391.355643693803,2025-03-15,2026-03-15,367
27202,3200,Vehicle,14644.043720235872,2022-08-09,2023-08-09,229
27203,18877,Vehicle,15386.654464446558,2023-05-03,2024-05-02,288
27204,16079,Vehicle,16722.303870587064,2023-06-06,2024-06-05,196
27205,23677,Property,5000.0,2023-08-12,2024-08-11,237
27206,5229,Vehicle,23023.679091103477,2025-01-07,2026-01-07,5
27207,3482,Vehicle,22706.89805312695,2024-02-04,2025-02-03,349
27208,15738,Property,13922.571773946322,2022-12-28,2023-12-28,92
27209,21233,Vehicle,15769.24922645533,2024-11-13,2025-11-13,335
27210,15411,Health,14004.305394683071,2021-04-11,2022-04-11,145
27211,3671,Vehicle,22375.16402914335,2021-04-21,2022-04-21,467
27212,16515,Health,8973.559676992314,2022-12-21,2023-12-21,316
27213,2568,Health,18702.514822603407,2022-06-19,2023-06-19,21
27214,5857,Vehicle,18257.584059034463,2022-02-19,2023-02-19,495
27215,1586,Health,11807.45965571151,2023-04-11,2024-04-10,139
27216,3121,Health,9119.006511311509,2024-03-12,2025-03-12,6
27217,18835,Vehicle,23845.151409822884,2020-09-09,2021-09-09,188
27218,9794,Property,8549.740765786302,2020-03-07,2021-03-07,108
27219,3728,Health,15057.915762671744,2023-03-20,2024-03-19,496
27220,6119,Health,14402.961759559095,2020-06-26,2021-06-26,426
27221,1023,Health,15540.40130087266,2022-10-02,2023-10-02,269
27222,4328,Health,19005.299740436825,2022-09-02,2023-09-02,203
27223,4620,Vehicle,19542.27288529466,2021-02-28,2022-02-28,187
27224,8448,Vehicle,15718.182176540517,2020-08-22,2021-08-22,60
27225,2300,Vehicle,21579.705350014057,2021-02-21,2022-02-21,326
27226,14693,Vehicle,16320.10014206579,2025-04-03,2026-04-03,122
27227,24527,Vehicle,32785.419704126536,2022-05-06,2023-05-06,392
27228,17797,Property,8163.46741561,2024-04-23,2025-04-23,348
27229,3247,Vehicle,26800.924208661552,2023-01-10,2024-01-10,58
27230,19977,Vehicle,23826.44658468773,2022-01-04,2023-01-04,12
27231,4375,Vehicle,20306.43370378446,2024-07-22,2025-07-22,63
27232,23615,Health,10850.022933303402,2021-02-28,2022-02-28,239
27233,16775,Vehicle,17667.394689374258,2021-09-28,2022-09-28,56
27234,20338,Vehicle,23463.555140456425,2020-04-12,2021-04-12,496
27235,21970,Vehicle,18135.36947134095,2024-08-11,2025-08-11,247
27236,11445,Vehicle,12721.648517697557,2023-07-01,2024-06-30,170
27237,22071,Health,22060.604974627237,2020-12-29,2021-12-29,103
27238,17875,Health,11354.04673251646,2021-11-27,2022-11-27,444
27239,10240,Health,13035.15867842143,2021-04-10,2022-04-10,387
27240,9983,Vehicle,17239.425746032182,2020-08-25,2021-08-25,385
27241,926,Health,17599.21347629267,2022-03-31,2023-03-31,3
27242,18798,Vehicle,11312.840263787804,2020-02-01,2021-01-31,375
27243,947,Vehicle,15750.219954339182,2025-11-22,2026-11-22,277
27244,24686,Property,12343.27429816277,2023-07-03,2024-07-02,194
27245,339,Property,8596.211577730006,2020-05-27,2021-05-27,11
27246,8533,Vehicle,23295.608183833378,2022-03-28,2023-03-28,270
27247,11370,Health,9217.127335784562,2021-09-19,2022-09-19,77
27248,7839,Property,10193.890565191885,2023-02-08,2024-02-08,461
27249,2309,Health,19709.751194941517,2020-12-08,2021-12-08,332
27250,23997,Health,20275.32167886137,2021-09-24,2022-09-24,43
27251,21598,Vehicle,25424.016827435997,2023-01-01,2024-01-01,192
27252,12919,Health,14594.247142163686,2025-09-23,2026-09-23,252
27253,2395,Vehicle,14768.811243913551,2024-05-18,2025-05-18,142
27254,20189,Property,9194.31727577704,2020-04-27,2021-04-27,327
27255,6324,Health,17719.745257880688,2021-11-05,2022-11-05,438
27256,6586,Vehicle,26432.9758105596,2020-07-10,2021-07-10,137
27257,8913,Vehicle,25423.689158134577,2021-02-03,2022-02-03,52
27258,14505,Property,12148.209969658916,2022-07-21,2023-07-21,376
27259,17781,Property,8547.97894131956,2024-01-12,2025-01-11,348
27260,16913,Vehicle,17685.212878460436,2020-01-10,2021-01-09,212
27261,15924,Vehicle,28608.552295309197,2020-11-18,2021-11-18,149
27262,20455,Property,11277.164170173704,2022-01-31,2023-01-31,220
27263,15903,Health,14891.640686182527,2023-06-05,2024-06-04,291
27264,21624,Vehicle,27661.168736519943,2025-06-16,2026-06-16,245
27265,4857,Property,11958.207891244783,2021-06-25,2022-06-25,481
27266,16128,Vehicle,20021.44802873217,2025-05-07,2026-05-07,18
27267,2880,Health,13810.2663680517,2025-08-11,2026-08-11,483
27268,5639,Vehicle,12116.71500339386,2021-01-16,2022-01-16,132
27269,11572,Vehicle,18061.14218669766,2022-03-01,2023-03-01,401
27270,13405,Health,10800.063217927138,2020-08-26,2021-08-26,371
27271,5694,Property,13467.133304503192,2024-10-31,2025-10-31,430
27272,16486,Vehicle,23282.25008748876,2023-08-30,2024-08-29,284
27273,22292,Vehicle,22498.72766655197,2023-01-10,2024-01-10,432
27274,8764,Health,16452.426645719566,2023-09-05,2024-09-04,429
27275,3307,Vehicle,18548.436625963823,2025-10-17,2026-10-17,50
27276,16259,Health,12341.417016630014,2020-03-16,2021-03-16,358
27277,299,Health,10085.666965449082,2023-06-01,2024-05-31,341
27278,4149,Vehicle,24703.1594598056,2023-06-30,2024-06-29,130
27279,11194,Vehicle,24331.67330831749,2020-12-15,2021-12-15,201
27280,18825,Vehicle,31033.17595838481,2021-03-27,2022-03-27,1
27281,14307,Health,14934.603077241096,2023-01-27,2024-01-27,26
27282,24570,Health,9115.173338947996,2023-11-07,2024-11-06,8
27283,8090,Health,8952.958366117738,2021-11-03,2022-11-03,95
27284,21827,Health,15522.917755251898,2022-03-11,2023-03-11,426
27285,18903,Health,18674.66815749253,2020-04-15,2021-04-15,309
27286,3307,Health,12093.270263447948,2021-03-28,2022-03-28,296
27287,16187,Vehicle,23795.83181804309,2020-05-20,2021-05-20,487
27288,8597,Health,17184.309259007874,2022-07-06,2023-07-06,429
27289,12205,Vehicle,17177.4490537311,2021-06-21,2022-06-21,478
27290,24299,Vehicle,16704.80676726572,2024-05-01,2025-05-01,414
27291,6563,Health,9018.274854626809,2020-03-04,2021-03-04,123
27292,6909,Health,19691.51280355885,2021-02-06,2022-02-06,165
27293,2005,Vehicle,26449.70990709114,2020-04-17,2021-04-17,360
27294,13156,Property,6881.9159435313095,2025-05-02,2026-05-02,111
27295,1603,Property,10693.940952903318,2022-05-01,2023-05-01,317
27296,4038,Health,14159.307303972037,2021-01-14,2022-01-14,255
27297,24939,Health,17864.591893692537,2020-12-26,2021-12-26,400
27298,12159,Health,18363.60981243512,2023-05-01,2024-04-30,44
27299,18662,Vehicle,19679.112535331165,2024-07-01,2025-07-01,103
27300,1262,Health,11100.922009674425,2024-02-25,2025-02-24,153
27301,6765,Property,7291.340598547536,2022-12-15,2023-12-15,292
27302,15103,Vehicle,17824.18903111754,2024-10-18,2025-10-18,137
27303,9378,Vehicle,21899.213370806097,2020-03-31,2021-03-31,115
27304,13227,Vehicle,24703.446915388144,2022-01-14,2023-01-14,440
27305,18223,Health,15290.075055798565,2025-06-03,2026-06-03,36
27306,6019,Vehicle,22053.397419268957,2021-08-04,2022-08-04,90
27307,18563,Vehicle,20019.21038021657,2025-01-28,2026-01-28,474
27308,21668,Vehicle,20172.333769653007,2021-07-06,2022-07-06,416
27309,7476,Vehicle,19436.767037399382,2021-10-10,2022-10-10,231
27310,339,Health,7450.355074309176,2025-07-07,2026-07-07,179
27311,21712,Vehicle,14060.174491682854,2021-09-05,2022-09-05,496
27312,18634,Property,8424.012558227563,2023-05-26,2024-05-25,10
27313,7841,Vehicle,20679.544854621698,2024-11-11,2025-11-11,255
27314,12417,Property,6235.911909995053,2021-11-16,2022-11-16,150
27315,8520,Vehicle,16241.318189930564,2025-03-10,2026-03-10,401
27316,5085,Health,20514.50818137263,2022-06-17,2023-06-17,232
27317,3490,Vehicle,18426.98867955606,2025-01-14,2026-01-14,309
27318,23205,Property,15168.244121771228,2023-07-11,2024-07-10,406
27319,18571,Property,5416.021954873524,2021-01-21,2022-01-21,293
27320,19251,Vehicle,18578.02670109897,2023-11-06,2024-11-05,32
27321,509,Vehicle,20256.92585327785,2024-05-13,2025-05-13,427
27322,22795,Vehicle,23906.29569722233,2023-09-17,2024-09-16,424
27323,4978,Vehicle,21621.5080991726,2021-03-03,2022-03-03,238
27324,7191,Vehicle,25970.45998415019,2025-10-01,2026-10-01,102
27325,14756,Health,16405.122449413975,2023-07-16,2024-07-15,232
27326,8244,Property,7090.90613805085,2021-09-29,2022-09-29,154
27327,15549,Property,15815.94807541964,2024-04-14,2025-04-14,426
27328,23652,Vehicle,30075.45703495127,2025-10-24,2026-10-24,285
27329,8224,Health,10050.764971023076,2024-07-08,2025-07-08,301
27330,4847,Vehicle,29623.80326539781,2023-03-11,2024-03-10,198
27331,17225,Property,8208.846147735127,2022-01-09,2023-01-09,437
27332,6964,Health,11738.201534119136,2021-10-03,2022-10-03,312
27333,19556,Vehicle,17957.469407281973,2023-08-22,2024-08-21,284
27334,19165,Vehicle,14082.75793955299,2020-05-05,2021-05-05,229
27335,15462,Vehicle,20350.96778893028,2025-12-18,2026-12-18,186
27336,15396,Property,10266.949344519204,2024-11-21,2025-11-21,390
27337,2869,Vehicle,17836.17270196261,2022-02-16,2023-02-16,362
27338,24226,Vehicle,19962.89346935004,2025-04-02,2026-04-02,83
27339,15019,Vehicle,22615.356791662824,2020-02-07,2021-02-06,326
27340,7994,Vehicle,9509.80243160072,2025-07-13,2026-07-13,168
27341,4034,Property,6465.762086526212,2025-12-04,2026-12-04,379
27342,1717,Vehicle,29876.36598032723,2021-04-21,2022-04-21,382
27343,21077,Property,11219.16160270521,2024-05-03,2025-05-03,358
27344,4286,Vehicle,16284.676484492484,2020-09-15,2021-09-15,346
27345,20314,Health,15571.374936820188,2023-12-03,2024-12-02,118
27346,12682,Vehicle,17450.991831490977,2022-03-15,2023-03-15,203
27347,6329,Property,8767.675099161546,2025-09-17,2026-09-17,337
27348,19915,Vehicle,15599.864390050472,2025-12-22,2026-12-22,412
27349,14401,Vehicle,21209.443620085556,2022-10-07,2023-10-07,276
27350,15422,Health,17275.73858437354,2024-03-10,2025-03-10,326
27351,20442,Vehicle,21709.30505322055,2023-02-06,2024-02-06,401
27352,17934,Vehicle,24293.397430413846,2022-12-20,2023-12-20,368
27353,108,Vehicle,19374.599561560542,2021-03-25,2022-03-25,390
27354,6403,Health,16038.50455701371,2025-12-02,2026-12-02,378
27355,21461,Vehicle,25239.97038290757,2021-06-04,2022-06-04,63
27356,24837,Health,18359.171561835985,2021-12-27,2022-12-27,253
27357,10666,Vehicle,17909.791573616785,2023-08-09,2024-08-08,370
27358,1714,Property,8821.838900289651,2024-01-17,2025-01-16,59
27359,10216,Vehicle,25552.63346707226,2022-06-18,2023-06-18,119
27360,8656,Vehicle,18750.830017091692,2024-07-30,2025-07-30,87
27361,20799,Vehicle,16619.289390837344,2023-02-12,2024-02-12,237
27362,24163,Health,18789.172174352352,2024-11-03,2025-11-03,3
27363,14978,Vehicle,22831.743279956198,2024-06-06,2025-06-06,124
27364,10827,Health,10917.372676050769,2022-02-22,2023-02-22,278
27365,17479,Vehicle,19816.13557731854,2022-05-13,2023-05-13,496
27366,23172,Vehicle,17646.680673788032,2021-08-26,2022-08-26,401
27367,12604,Vehicle,12518.90174779161,2024-04-22,2025-04-22,472
27368,18214,Vehicle,18509.811610590285,2020-01-26,2021-01-25,45
27369,232,Property,7145.72989287835,2022-04-07,2023-04-07,140
27370,14728,Vehicle,22047.721271983693,2021-02-01,2022-02-01,214
27371,220,Property,9823.187206439738,2020-03-15,2021-03-15,98
27372,15161,Health,20978.96644155324,2023-10-25,2024-10-24,170
27373,11619,Health,19025.228175897515,2024-12-01,2025-12-01,307
27374,23492,Vehicle,25506.429992205107,2023-06-19,2024-06-18,52
27375,9596,Vehicle,26914.49676014345,2020-07-06,2021-07-06,493
